#calibration -0.040230714	0.012113507	-0.011821429
#t	x	y	z
-94	1.572985	1.3932189	-0.27165496
-91	1.5726993	1.393173	-0.2709374
-90	1.5720961	1.3931341	-0.26985836
-89	1.5715688	1.3930293	-0.2688414
-78	1.5709348	1.392943	-0.267731
-69	1.5706172	1.3928325	-0.26697984
-67	1.570391	1.3927928	-0.26636103
-66	1.5697252	1.3927478	-0.265332
-63	1.5687962	1.3927282	-0.26408166
-57	1.5679152	1.3926632	-0.26291305
-56	1.5671911	1.392623	-0.26192975
-51	1.5662365	1.3925271	-0.26072738
-47	1.5652834	1.3924464	-0.25952134
-42	1.5643722	1.3924471	-0.2583497
-37	1.5636442	1.3925049	-0.25735122
-32	1.5630467	1.3925197	-0.25645268
-27	1.5627035	1.3925842	-0.25578132
-21	1.5623765	1.3926455	-0.25510186
-16	1.5625796	1.3926986	-0.25495878
-11	1.5626191	1.3927107	-0.25467065
-7	1.5628179	1.3926653	-0.25456315
-2	1.5632453	1.3926706	-0.25471
3	1.5633961	1.3925842	-0.2546069
9	1.5637271	1.3925903	-0.25471485
14	1.564096	1.392519	-0.25489014
19	1.5644794	1.392422	-0.25510538
24	1.5649008	1.392337	-0.2553745
29	1.5653061	1.392247	-0.25562805
34	1.5655451	1.3921813	-0.2557165
40	1.5654002	1.3921846	-0.25542757
45	1.565353	1.3921719	-0.25523958
49	1.5654998	1.3921678	-0.25523996
54	1.5656421	1.392149	-0.25522313
59	1.565776	1.3921356	-0.25518578
64	1.5658247	1.3921252	-0.25504994
69	1.5658413	1.3921162	-0.25486615
74	1.565891	1.3921242	-0.2547065
80	1.565954	1.3921282	-0.25457534
85	1.565988	1.3921564	-0.25446087
89	1.5659608	1.3921843	-0.25433204
94	1.5660685	1.3921671	-0.25438476
100	1.5660228	1.3921477	-0.25433815
104	1.5659875	1.3921242	-0.25430164
110	1.5658937	1.3921269	-0.2542065
115	1.566008	1.3921591	-0.25440103
120	1.5664828	1.3922336	-0.2549546
125	1.5669953	1.3923098	-0.25554928
133	1.5675708	1.3923662	-0.25620326
135	1.5681809	1.3924706	-0.2568953
140	1.5688626	1.3925312	-0.25765494
145	1.5695392	1.3926017	-0.25841194
150	1.570206	1.3927094	-0.25916347
155	1.5708473	1.3927945	-0.25988463
160	1.5711641	1.3928683	-0.26027608
165	1.5713347	1.3929437	-0.2605198
170	1.5713769	1.3930246	-0.2606434
175	1.5712972	1.393088	-0.2606715
180	1.5711613	1.3931442	-0.26067942
185	1.570929	1.3931861	-0.26061347
190	1.5705953	1.3931909	-0.26044592
195	1.5701945	1.3932388	-0.2602105
200	1.5698572	1.3932526	-0.2600273
205	1.5696459	1.3933262	-0.25995487
210	1.5695134	1.3934133	-0.25993928
215	1.5696063	1.3935614	-0.26012483
220	1.5696588	1.393656	-0.26024237
225	1.5702332	1.3936945	-0.26082647
230	1.570547	1.3938283	-0.26114795
235	1.570914	1.3939692	-0.2615899
240	1.571446	1.3940814	-0.2622373
245	1.571988	1.3940692	-0.26292014
251	1.5724959	1.3940963	-0.2635869
255	1.5725892	1.3940935	-0.26386034
261	1.5725764	1.3941146	-0.26406258
266	1.572398	1.3941709	-0.264149
271	1.5720726	1.3941716	-0.2640384
276	1.5721434	1.3941604	-0.2643658
281	1.5719043	1.3940983	-0.26436198
286	1.5716275	1.3940325	-0.26430526
291	1.5713853	1.3940461	-0.26427758
296	1.57139	1.39408	-0.2644966
301	1.5715479	1.394117	-0.2648681
306	1.5717154	1.3941729	-0.26523325
311	1.5720407	1.3941838	-0.26573467
316	1.5724264	1.3942269	-0.26628324
321	1.5728623	1.3942482	-0.26687756
326	1.5733745	1.3942659	-0.2675528
331	1.5740496	1.3943263	-0.26840284
336	1.5743536	1.3943763	-0.2688813
341	1.5748155	1.3944371	-0.26952323
346	1.5752715	1.3944863	-0.27015638
351	1.57587	1.3945675	-0.27092126
356	1.5765568	1.3946471	-0.27176163
361	1.5769215	1.394757	-0.2722582
366	1.5773933	1.3948776	-0.27286658
371	1.5777919	1.394976	-0.27342767
376	1.5780039	1.3950857	-0.27382785
382	1.578041	1.3952297	-0.2740869
387	1.5774558	1.3953334	-0.27375332
392	1.5766491	1.3954352	-0.27323803
397	1.5758253	1.395628	-0.27275196
