-141	0.5044135	-0.0059458083	0.010666733
-126	0.5043791	-0.0059249057	0.01056932
-125	0.50437224	-0.005898937	0.010537864
-120	0.5043756	-0.005859821	0.01052509
-111	0.5044151	-0.0057619074	0.010570688
-103	0.50442004	-0.0057470133	0.010574872
-95	0.5044028	-0.0058037257	0.010562741
-87	0.50439316	-0.0058544073	0.010565993
-78	0.50440896	-0.005810151	0.010581536
-70	0.5044317	-0.0057947165	0.010630071
-60	0.5044631	-0.005667562	0.0106394505
-52	0.5044762	-0.005629625	0.010651758
-44	0.5044935	-0.0056361808	0.010698521
-36	0.504507	-0.0056222137	0.010724715
-26	0.50450534	-0.005630766	0.010725262
-18	0.5044889	-0.0056665293	0.010703512
-10	0.50445414	-0.0057671303	0.010671203
0	0.50444645	-0.005844611	0.010694059
7	0.5044522	-0.0058490885	0.010711057
15	0.5044325	-0.0058484245	0.010661265
26	0.5044225	-0.00583257	0.010627601
32	0.50442475	-0.005884602	0.010661677
44	0.50445074	-0.005871159	0.010719455
51	0.5044743	-0.0058850856	0.010785861
58	0.5045155	-0.0058215535	0.01085461
66	0.5044778	-0.005879596	0.01079171
75	0.5044498	-0.005921891	0.010744651
83	0.5044176	-0.005984071	0.010697826
92	0.5044304	-0.0060156747	0.010747046
100	0.5044321	-0.006068978	0.010780069
108	0.5044501	-0.0060666637	0.010824022
116	0.5044477	-0.00607643	0.010823461
127	0.504437	-0.0061159246	0.010818004
132	0.50438315	-0.0061964192	0.010726931
144	0.5043632	-0.006219285	0.01068944
151	0.5043194	-0.00627488	0.010610158
159	0.5042965	-0.006321512	0.010577994
167	0.504279	-0.006353562	0.010551868
175	0.5042575	-0.006389248	0.010517308
184	0.5042544	-0.0063787573	0.010504006
192	0.50427127	-0.006298207	0.010502345
200	0.50425315	-0.006281719	0.010447926
208	0.50425667	-0.006258227	0.010443971
217	0.5042521	-0.006262604	0.010434849
227	0.5042583	-0.0061846236	0.010408145
233	0.50426465	-0.006081171	0.010367666
245	0.5042589	-0.0059696487	0.010292691
253	0.5042554	-0.005999919	0.010300472
259	0.50425345	-0.006025695	0.010309569
267	0.50422513	-0.006090975	0.0102741895
277	0.504241	-0.006084841	0.010310639
286	0.50424594	-0.0061092447	0.010336365
293	0.50425166	-0.006144052	0.010369481
301	0.50424826	-0.006174672	0.010377568
312	0.50426537	-0.006219874	0.010445009
318	0.5042829	-0.006252156	0.0105063375
328	0.5042839	-0.0063199354	0.010545692
333	0.50427943	-0.006381646	0.010568162
345	0.50426286	-0.006368343	0.010519416
