#calibration 1.16562	0.016473	-0.033635
#t	x	y	z
1	1.1902438	0.012405011	-0.01198107
3	1.1904052	0.012526299	-0.012047017
15	1.1905669	0.01261636	-0.012206735
25	1.1907239	0.012633347	-0.012538212
27	1.190881	0.012572071	-0.012952341
28	1.191042	0.012511058	-0.013324733
30	1.1911967	0.012443771	-0.013633693
34	1.1913514	0.01239997	-0.0139390435
41	1.191511	0.012365505	-0.014112992
44	1.1916789	0.012330659	-0.014209937
48	1.1918485	0.012360663	-0.014145556
53	1.1920134	0.01240897	-0.01402378
57	1.1921709	0.012519664	-0.013879718
62	1.1923206	0.012661596	-0.013731423
67	1.192464	0.0128325	-0.013585317
72	1.1926025	0.012965085	-0.013458306
77	1.19273	0.013120383	-0.013399008
83	1.1928486	0.013287657	-0.013367226
87	1.192971	0.013391508	-0.013491922
92	1.193091	0.013423138	-0.013642339
97	1.1932096	0.013464258	-0.013862749
102	1.1933311	0.013548574	-0.014117053
107	1.1934556	0.013616763	-0.014377954
113	1.1935941	0.013673312	-0.014656948
117	1.1937574	0.013782017	-0.014935013
123	1.1939288	0.013877578	-0.015170339
128	1.1940978	0.013994273	-0.015349119
133	1.194262	0.014083359	-0.015503922
138	1.194417	0.014217382	-0.0155868195
143	1.1945652	0.014384828	-0.01558628
148	1.1947113	0.014547722	-0.015488992
153	1.1948489	0.014733395	-0.015320725
158	1.1949747	0.014923957	-0.015103675
163	1.1950918	0.015144767	-0.014905775
168	1.195206	0.015307431	-0.0147361625
173	1.19532	0.015517395	-0.01463295
178	1.1954329	0.015694126	-0.014557866
183	1.1955484	0.01588365	-0.014587232
188	1.1956655	0.016045796	-0.014647782
193	1.1957864	0.016179342	-0.014859943
198	1.1959133	0.016235422	-0.0151556805
203	1.1960411	0.016312249	-0.015512198
208	1.1961702	0.016365197	-0.015880061
213	1.1962967	0.01644938	-0.01617118
218	1.1964132	0.016548047	-0.016384253
223	1.1965191	0.016664838	-0.01650556
228	1.1966176	0.01676448	-0.01656518
